Domain,Context,Attributes,Template
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_wash_instruction>","<p> A nursery essential, this frilled nappy cover will keep your baby happy and comfortable. </p>  <ul>  <li> <AT_material> </li>  <li> Elastic waistband and cuffs </li>  <li> Frill detail </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 131666 </p>"
Kmart,Baby_Clothing,<AT_wash_instruction>,"<p> These fitted leggings with an elastic waistband will offer a snug fit for your tiny tot. </p>  <ul>  <li> Cotton, polyester and elastane </li>  <li> Elastic waistband </li>  <li> Mock front scoop pockets </li>  <li> Fitted </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 131828 </p>"
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_wash_instruction>",<p> These cute little bloomers make a comfy choice for your little one to wear while playing or sleeping. </p>  <ul>  <li> <AT_material> </li>  <li> Elastic waistband and cuffs </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 132663 </p>
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_wash_instruction>","<p> A nursery essential, this nappy cover will keep your baby happy and comfortable. </p>  <ul>  <li> <AT_material> </li>  <li> Elastic waistband </li>  <li> Gathering detail on waist and leg openings </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 132664 </p>"
Kmart,Baby_Clothing,"<AT_closure_type>,<AT_fit>,<AT_material>,<AT_pocket_type>,<AT_wash_instruction>",Little darlings will look adorable in these shorts that feature frill detailing on the pockets. <ul>  <li> <AT_material> </li>  <li> Elastic waistband with loops </li>  <li> <AT_closure_type> </li>  <li> 2 <AT_pocket_type> with frill detail </li>  <li> Mock fly </li>  <li> Folded cuff gathers </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul> Style ID 132666
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_wash_instruction>",Prep your little one for a fun day at the beach or park by picking out these sweet bow shorts. <ul>  <li> <AT_material> </li>  <li> Elastic waistband with belt loops </li>  <li> Bow tie detail on the front </li>  <li> Folded cuff gathers </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul> Style ID 132667
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_wash_instruction>",<p> Take your little munchkin to a beach or park in these <AT_fit> and comfy boardies. </p>  <ul>  <li> <AT_material> </li>  <li> Elastic waistband with drawcord </li>  <li> Mock fly </li>  <li> Regular fit </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 132860 </p>
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_type>,<AT_wash_instruction>","Babies can play, crawl and sleep comfortably in these knit shorts. Pair it with a solid or print <AT_type> to complete the look. <ul>  <li> <AT_material> </li>  <li> Elastic waistband with adjustable drawcords </li>  <li> Turned up cuffs </li>  <li> Striped design </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul> Style ID 132891"
Kmart,Baby_Clothing,"<AT_fit>,<AT_material>,<AT_pocket_type>,<AT_product_type>,<AT_wash_instruction>",<AT_product_type> your little munchkin for a fun day out in these comfy woven shorts. <ul>  <li> <AT_material> </li>  <li> Elastic waistband </li>  <li> Mock tie and fly </li>  <li> 2 front <AT_pocket_type> </li>  <li> <AT_fit> fit </li>  <li> <AT_wash_instruction> </li>  </ul> Style ID 132954
Kmart,Baby_Clothing,"<AT_material>,<AT_wash_instruction>",<p> Keep your little munchkin snug and comfy all day in these soft knit pants. </p>  <ul>  <li> Organic <AT_material> </li>  <li> Elastic waistband </li>  <li> Ribbed cuffs </li>  <li> Fitted </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 133456 </p>
Kmart,Baby_Clothing,"<AT_material>,<AT_wash_instruction>","<p> Designed with a comfy, snug fit, these knit pants are a great pick for your little one to wear during naptime or playtime. </p>  <ul>  <li> Organic <AT_material> </li>  <li> Elastic waistband </li>  <li> Ribbed cuffs </li>  <li> Fitted </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 133457 </p>"
Kmart,Baby_Clothing,"<AT_material>,<AT_type>,<AT_wash_instruction>",<p> Your munchkin will feel comfy in these knit pants. Pair them with a cute print <AT_type> for a fun outing. </p>  <ul>  <li> Organic <AT_material> </li>  <li> Elastic waistband </li>  <li> Ribbed cuffs </li>  <li> Fitted </li>  <li> <AT_wash_instruction> </li>  </ul>  <p> Style ID 133461 </p>
Kmart,Indoor_Furniture,<weight_Attr>,"<p>Modern and stylish, the simplistic design of this coffee table makes it suitable for all living spaces.<                                  /                                  p><ul><li>Max. load capacity: <weight_Attr> (top shelf) and 10kg (bottom shelf)<                                  /                                  li><li>Made of wood<                                  /                                  li><li>Easy to assemble<                                  /                                  li><li>Dimensions: 45cm (H) x 90cm (W) x 50cm (D)<                                  /                                  li><li>Colour: Black<                                  /                                  li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,<color_code_Attr>,<p>This havana drawer unit will be a great storage solution for your indoors. You can use this drawer set as a bedside table or place it an empty niche in the living room to complement your home decor.<                                    /                                    p><ul><li>Max. load capacity: 15kg<                                    /                                    li><li>Made of timber with veneer finish (frame) and natural water hyacinth (basket)<                                    /                                    li><li>A great storage solution for indoors<                                    /                                    li><li>Can be used as contemporary drawer unit<                                    /                                    li><li>Can be placed in an empty niche in the living room<                                    /                                    li><li>No assembly required<                                    /                                    li><li>Instructions included<                                    /                                    li><li>Clean according to instructions on the care label<                                    /                                    li><li>Dimensions: 57cm (H) x 40cm (W) x 30cm (D)<                                    /                                    li><li>Colour: <color_code_Attr> and natural brown<                                    /                                    li><li>Warning: Do not stand or sit on the unit. Follow usage instructions carefully.<                                    /                                    li><                                    /                                    ul>
Kmart,Indoor_Furniture,"<seat_type_Attr>,<weight_Attr>","Great to display photos and ornaments on the shelves, or to store things neatly away with either a collapsible cube or small <seat_type_Attr> basket.<ul><li><i>Baskets and accessories not included<                              /                              i><                              /                              li><li>Max. load capacity: <weight_Attr> (top and bottom shelf)<                              /                              li><li>Made of particle board<                              /                              li><li>Instructions included<                              /                              li><li>Easy to assemble<                              /                              li><li>Clean according to instructions on the care label<                              /                              li><li>For indoor use only<                              /                              li><li>Dimensions: 60cm (H) x 59.8cm (W) x 29cm (D)<                              /                              li><li>Colour: White<                              /                              li><li>Warning: Do not stand or sit on the unit. Follow usage instructions carefully.<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,"<seat_type_Attr>,<weight_Attr>","Great to display photos and ornaments on the shelves, or to store things neatly away with either a collapsible cube or small <seat_type_Attr> basket.<ul><li><i>Accessories not included<                              /                              i><                              /                              li><li>Max. load capacity: <weight_Attr> (top and bottom shelf)<                              /                              li><li>Made of particle board<                              /                              li><li>Instructions included<                              /                              li><li>Easy to assemble<                              /                              li><li>Clean according to instructions on the care label<                              /                              li><li>For indoor use only<                              /                              li><li>Dimensions: 60cm (H) x 59.8cm (W) x 29cm (D)<                              /                              li><li>Colour: Black<                              /                              li><li>Warning: Do not stand or sit on the unit. Follow usage instructions carefully.<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<weight_Attr>,"<p>Ideal to place in an entrance or hallway, this table is a sophisticated pick for your home. It has two shelves that give plenty of space to display hallway necessities like books or decorative pieces.<                        /                        p><ul><li>Max. load capacity: <weight_Attr> (top) and 5kg (bottom)<                        /                        li><li>Instructions included<                        /                        li><li>Clean according to instructions on the care label<                        /                        li><li>For indoor use only<                        /                        li><li>Dimensions: 71cm (H) x 80cm (W) x 29.8cm (D)<                        /                        li><li>Colour: Black<                        /                        li><li>Warning: Do not sit or stand upon the table. Follow usage instructions carefully.<                        /                        li><                        /                        ul>"
Kmart,Indoor_Furniture,<arm_height_Attr>,"This minimalist yet uniquely designed 3-tier bookshelf will stand out on any wall - be it your home or office. So display books, decorative pieces in style on this shelf.<ul><li>Max. load capacity: 3kg (each shelf)<                          /                          li><li>Made of particle board<                          /                          li><li>Easy to assemble<                          /                          li><li>Instructions included<                          /                          li><li>Clean according to instructions on the care label<                          /                          li><li>Accessories not included<                          /                          li><li>For indoor use only<                          /                          li><li>Dimensions: 79.5 (H) x <arm_height_Attr> (W) x 23.5 (D) cm<                          /                          li><li>Colour: Black<                          /                          li><li>Warning: Do not stand or sit on the unit. Follow usage instructions carefully.<                          /                          li><                          /                          ul>"
Kmart,Indoor_Furniture,<arm_height_Attr>,This 3 tier bookshelf is the perfect addition to any room of your house.<ul><li>Max. load capacity: 3kgs (each shelf)<                                /                                li><li>Made of wood<                                /                                li><li>Instructions included<                                /                                li><li>Clean according to instructions on the care label<                                /                                li><li>Accessories not included<                                /                                li><li>Dimensions:79.5 (H) x <arm_height_Attr> (W) x 23.5 (D) cm<                                /                                li><li>Colour: White<                                /                                li><li>Warning: Do not stand or sit on the unit. Follow usage instructions carefully.<                                /                                li><                                /                                ul>
Kmart,Indoor_Furniture,"<color_code_Attr>,<seat_material_Attr>","Ideal for occasional use, this <seat_material_Attr> chair in <color_code_Attr> folds flat for easy storage. Padded seat and back for extra comfort."
Kmart,Indoor_Furniture,<marketplace_color_code_Attr>,"Freshen up your living space with this fun and trendy knitted ottoman. These ottomans are as functional as they are fashionable, offering a place to rest your feet or even as extra seating! Mix it or match it with the other colours in the range, <marketplace_color_code_Attr> and teal. <br><br> Details: <li>Size: 38cm (W) x 48cm (H)<                              /                              li> <li>Material cover: 100% cotton,1750-1800 gms<                              /                              li> <li>Material filling: thermacol balls<                              /                              li>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>,<style_Attr>","<p>On trend and super practical, this <style_Attr> <color_code_Attr> <frame_material_Attr> chair will give your kitchen and dining space an instant uplift! Easy to stack away when not in use, you can mix and match with the red <frame_material_Attr> chair or the <frame_material_Attr> bar stools!<                                      /                                      p><ul><li>Max. load capacity: 110kg<                                      /                                      li><li>Size: 45cm (W) x 85.5cm (H) x52.5cm (D)<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_finish_Attr>","Ideal for benchtops and kitchen tables, this classic style bar stool sits neatly with <color_code_Attr> PVC seat and <frame_finish_Attr> stand.<br>br>Details:<li>Size: 57cm (H) x 38cm (W) x 38.5cm (D)<                                        /                                        li><li>Adjustable height control<                                        /                                        li><li>Material: PVC with plywood insert<                                        /                                        li>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"Store bits and bobs and other items in this stylish drawer with bottom shelf. Ideal as a hall table or side table, the MDF                                    /                                    pine drawer matches any decor.<br><br>Details:<li>Classic style drawer with bottom shelf<                                    /                                    li><li>White                                    /                                    natural tones<                                    /                                    li><li>Made from pine <frame_material_Attr> with MDF, metal handle<                                    /                                    li><li>Measuring 44cm (W) x 66cm (H) x 30cm cm (D)<                                    /                                    li><li>Some assembly required<                                    /                                    li>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","This stylish unit with three drawers has a natural look suiting many home decors. The classic style, MDF                                  /                                  pine chest of drawers is ideal for the living room or bedroom. <br><br>Details:<li>Classic style 3 drawer unit in <color_code_Attr>                                  /                                  natural tones<                                  /                                  li><li>Made from pine <frame_material_Attr> with MDF, metal handles<                                  /                                  li><li>Measuring 44cm (W) x 66cm (H) x 30cm cm (D) <                                  /                                  li><li>Some assembly required<                                  /                                  li>"
Kmart,Indoor_Furniture,<color_code_Attr>,"Be the model of classic style with this mannequin model stand. Made from pine                                /                                foam and polyester fabric, the model mannequin is light <color_code_Attr> in colour and stands at 160cm. Great as a stylish addition to the bedroom.<br><br>Details:<li>Model stand<                                /                                li><li>Made from pine                                /                                foam                                /                                polyester fabric<                                /                                li><li>Measuring: 38cm (W) x 160cm (H) <                                /                                li><li>Some assembly required<                                /                                li>"
Kmart,Indoor_Furniture,<color_code_Attr>,"<p>Take a seat in this replica Eames design chair. Clean and sleek, the <color_code_Attr> dining chair adds a timeless touch to your home.<                              /                              p><ul><li>Max. load capacity: 100kg<                              /                              li><li>Made from polypropylene, timber and metal<                              /                              li><li>Measuring: 47 cm (W) x 84cm (H) x 50cm (D)<                              /                              li><li>Easy to assemble<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Owing to its simple yet modern design, this casual chair will fit right in with other contemporary furnishings.<                              /                              p><p>This chair is easy to move around, especially over carpeted areas, thanks to its lightweight construction and sled base. It has a <seat_material_Attr> cover, which makes it easy to clean, and a foam filling, which makes it comfortable enough to sit in for hours at a stretch.<                              /                              p><ul><li>Casual chair with sled base<                              /                              li><li>Polyester cover and polyurethane foam filling<                              /                              li><li>Lightweight construction<                              /                              li><li>Care Instructions: Wipe clean with a damp cloth<                              /                              li><li>Dimensions: 61cm (L) x 76cm (H) x 78cm (W)<                              /                              li><li>Colour: Grey<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","Shiny and sleek, this <color_code_Attr> <frame_material_Attr> 45cm bar stool looks great around the house as an additional seating option, or to place a potplant or pile of magazines on. Ideal for contemporary decor in clean white, it adds a modern look to your decor. <br><br> Details: <li>White <frame_material_Attr> bar stool made from <frame_material_Attr> sheet<                                    /                                    li> <li>Stylish and modern, suits contemporary decor <                                    /                                    li> <li>Measuring: 39cm (W) x 45cm (H) x 39cm (D)<                                    /                                    li>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Complementing your existing decor, this <frame_material_Attr> chair is stackable making it convenient for storage. Add a bright cushion or leave it bare for a minimalist look.<                          /                          p><ul><li>Made from metal<                          /                          li><li>Stackable<                          /                          li><li>Dimensions: 45cm x 85.5cm x 52.5cm<                          /                          li><li>Colour: Black<                          /                          li><                          /                          ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"Shiny and sleek, this yellow <frame_material_Attr> 45cm bar stool looks great around the house as an additional seating option, or to place a potplant or pile of magazines on. Ideal for contemporary decor in matt black, it adds a fresh look to your decor. <br><br> Details: <li>Black <frame_material_Attr> bar stool made from <frame_material_Attr> sheet<                                    /                                    li> <li>Stylish and modern, suits contemporary decor <                                    /                                    li> <li>Measuring: 39cm (W) x 45cm (H) x 39cm (D)<                                    /                                    li>"
Kmart,Indoor_Furniture,"<colour_Attr>,<frame_material_Attr>","Shiny and sleek, this <colour_Attr> <frame_material_Attr> 45cm bar stool looks great around the house as an additional seating option, or to place a potplant or pile of magazines on. Ideal for contemporary decor in modern yellow, it adds a fresh look to your decor.<br><br>Details:<li>Yellow <frame_material_Attr> bar stool made from <frame_material_Attr> sheet<                            /                            li><li>Stylish and modern, suits contemporary decor <                            /                            li><li>Measuring: 39cm (W) x 45cm (H) x 39cm (D)<                            /                            li>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","In contrasting two-tone style, this bar stool is ideal for the breakfast bar! Made from pine <frame_material_Attr> with MDF, the natural                                  /                                  <color_code_Attr> tones complement any decor. <br><br> Details: <li>Two tone bar stool<                                  /                                  li> <li>White                                  /                                  natural tones<                                  /                                  li> <li>Made from pine <frame_material_Attr> with MDF <                                  /                                  li> <li>Measuring 30cm (W) x 66 cm (H)<                                  /                                  li>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>You can place fresh flowers in a vase on this table and position it near a window to add depth and colour to a room. It has a modern, two-toned design that complements an interior space effortlessly.<                                  /                                  p><ul><li>Max. load capacity: 10kg<                                  /                                  li><li>Made of medium density fibreboard (MDF, table legs) and pine <frame_material_Attr> (table legs)<                                  /                                  li><li>Solid <frame_material_Attr> legs<                                  /                                  li><li>Modern style and functional design<                                  /                                  li><li>Easy to assemble<                                  /                                  li><li>Instructions included<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Clean according to instructions on the care label<                                  /                                  li><li>Dimensions: 47.5cm (H) x 48cm (W) x 48cm (D)<                                  /                                  li><li>Colour: White<                                  /                                  li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>Add extra storage space in your lounge room, study or bedroom with this two-toned, <color_code_Attr> side table with drawer.<                                      /                                      p><p>Featuring long solid pine <frame_material_Attr> legs and MDF body, this single drawer side table also makes for a sturdy lamp table or beside table. The combination of the natural and <color_code_Attr> tone makes this side table easy to pair with any decor.<                                      /                                      p><ul><li>Side table with drawer<                                      /                                      li><li>Made of pine <frame_material_Attr> and MDF<                                      /                                      li><li>Dimensions: 60cm (H) x 40cm (W) x 30cm (D)<                                      /                                      li><li>Colour: <color_code_Attr> and natural<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,<color_code_Attr>,"Modern yet classic looking, this three layer storage cylinder in glossy <color_code_Attr> is an ideal storage solution for your home. <br><br> Details: <li>Made of ABS<                        /                        li> <li>White three layer cylinder storage unit <                        /                        li> <li>Measuring: 31cm (W) x 58cm (H)<                        /                        li> <li>Some assembly required<                        /                        li>"
Kmart,Indoor_Furniture,<color_code_Attr>,"Modern yet classic looking, this three layer storage cylinder in striking <color_code_Attr> is an ideal storage solution for your home. <br><br> Details: <li>Made of ABS<li> <li>Black three layer cylinder storage unit <li> <li>Measuring: 31cm (W) x 58cm (H)<li>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_finish_Attr>,<frame_material_Attr>,<narrow_by_Attr>","In contrasting two-tone style, this <narrow_by_Attr> side table can hold your cup of tea or function as an ideal lamp table. Made from pine <frame_material_Attr> with MDF, the <frame_finish_Attr>                                        /                                        <color_code_Attr> petrol tones add a stylish touch to any decor. <br><br>Details:<li>Blue petrol                                        /                                        <frame_finish_Attr> tones<                                        /                                        li><li>Made from pine <frame_material_Attr> with MDF <                                        /                                        li><li>Measuring 47cm (W) x 48.5 cm (H) <                                        /                                        li><li>Some assembly required<                                        /                                        li>"
Kmart,Indoor_Furniture,"<colour_Attr>,<frame_finish_Attr>,<frame_material_Attr>","In contrasting two-tone style, this side table can hold your cup of tea or function as an ideal lamp table. Made from pine <frame_material_Attr> with MDF, the <frame_finish_Attr>                                    /                                    <colour_Attr> tones add a stylish touch to any decor.<br><br>Details:<li>Yellow                                    /                                    <frame_finish_Attr> tones<                                    /                                    li><li>Made from pine <frame_material_Attr> with MDF <                                    /                                    li><li>Measuring 47cm (W) x 48.5 cm (H) <                                    /                                    li><li>Some assembly required<                                    /                                    li>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>Made from <frame_material_Attr> sheet, the <color_code_Attr> <frame_material_Attr> chair is stackable making it convenient for storage and its clean, crisp appearance goes with everything. Add a bright cushion or leave it bare for a minimalist look.<                                  /                                  p><ul><li>Made from metal<                                  /                                  li><li>Dimensions: 46cm x 94cm x 36cm<                                  /                                  li><li>Colour: White<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>Cool and stylish, this <color_code_Attr> <frame_material_Attr> 65cm bar stool looks great as a breakfast bar stool or extra seating when guests pop in. In clean white, it adds a modern look to your decor.<                                  /                                  p><ul><li>Max. load capacity: 100kg<                                  /                                  li><li>Made from <frame_material_Attr> sheet<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Dimensions: 41cm x 65cm x 41cm<                                  /                                  li><li>Colour: White<                                  /                                  li><li>Warning: Do not stand on the stool. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,<narrow_by_Attr>,"<p>This stunning <narrow_by_Attr> table with an eye-catching wire base will look fantastic in your home. Use it as a display for your plants, statues and framed photographs or give it a functional use as a coffee table.<                                  /                                  p><p>Diameter: 50cm x 50cm<                                  /                                  p><p>Max load limit: 15kg<                                  /                                  p><p>1.2cm thick topboard, 0.4cm wire on the base<                                  /                                  p>"
Kmart,Indoor_Furniture,<narrow_by_Attr>,"<p>This stunning <narrow_by_Attr> table with an eye-catching wire base will look fantastic in your home. Use it as a display for your plants, statues and framed photographs or give it a functional use as a coffee table.<                          /                          p><p>Diameter: 50cm x 50cm<                          /                          p><p>Max load limit: 15kg<                          /                          p><p>1.2cm thick topboard, 0.4cm wire on the base<                          /                          p>"
Kmart,Indoor_Furniture,<color_code_Attr>,"<p>Double the style and storage with this set of <color_code_Attr> coffee tables.<                                          /                                          p><p>Featuring a modern design, these small and large coffee tables are ideal for lounge areas, living rooms or libraries. With chic <color_code_Attr> table tops and natural pine legs, you can match them with neutral furniture and themes or use them as accent tables for unique arrangements.<                                          /                                          p><ul><li>2 <color_code_Attr> coffee tables<                                          /                                          li><li>Made of MDF(tabletops) and pine wood(solid legs)<                                          /                                          li><li>Dimensions: large table measures: 100cm (L) x 40cm (H) x 50cm (W), Small table measures: 35cm (W) x 35cm (H) x 70cm (L)<                                          /                                          li><li>Colour: White<                                          /                                          li><                                          /                                          ul>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>This storage cube with delightful geometric design is ideal for organising clothing and accessories, shoes or general bits and bobs.<                    /                    p><ul><li>Max. load capacity: 5kg<                    /                    li><li>Made of non-woven <seat_material_Attr> with PE coating<                    /                    li><li>Suitable for 4 and 8 cube units<                    /                    li><li>Clean according to instructions on the care label<                    /                    li><li>Accessories not included<                    /                    li><li>Dimensions: 27cm (H) x 27cm (W) x 27cm (D)<                    /                    li><li>Warning: Hold the bottom while moving cube<                    /                    li><                    /                    ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<narrow_by_Attr>","<p>This contemporary, <narrow_by_Attr> coffee table with a <frame_material_Attr> base and wooden top, looks amazing holding a vase, stack of magazines and of course your cup of coffee - a perfect item for your lounge room or living area.<                                /                                p><ul><li>Max. load capacity: 25kg<                                /                                li><li>Made of particle board and <frame_material_Attr> (frame)<                                /                                li><li>Easy to assemble<                                /                                li><li>Instructions included<                                /                                li><li>Clean according to instructions on the care label<                                /                                li><li>Accessories not included<                                /                                li><li>Dimensions: 40cm (H) x 80cm (W) x 80cm (D)<                                /                                li><li>Warning: Do not sit or stand upon the table. Follow usage instructions carefully.<                                /                                li><                                /                                ul>"
Kmart,Indoor_Furniture,"<frame_finish_Attr>,<seat_material_Attr>","<p>With a modern style and functional design this sleek bar stool is the perfect addition to your home. Features a gaslift so that the height of the stool can easily be adjusted, and a <seat_material_Attr> seat that allows you to wipe away spills with ease. The mid back design gives support and the footrest adds comfort.<                          /                          p> <ul> <li>Dimensions: 38cm (W) x 56-77cm (H) x 36cm (D)<                          /                          li> <li>Materials: <frame_finish_Attr> base, <seat_material_Attr> seat<                          /                          li> <li>Max load limit: 110kg<                          /                          li> <li>Care instructions: wipe clean with a damp cloth. Do not use abrasive materials and solvents.<                          /                          li> <                          /                          ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<seat_material_Attr>","<p>Ideal for occasional use, this <seat_material_Attr> chair in <color_code_Attr> folds flat for easy storage.<                          /                          p><ul><li>Max. load capacity: 100kg<                          /                          li><li>Made of polyvinyl chloride (front and back) and polyurethane (filling)<                          /                          li><li>Folds for easy storage<                          /                          li><li>Clean according to the instructions on the care label<                          /                          li><li>For indoor use only<                          /                          li><li>Dimensions: 43.5cm x 45cm x 79cm<                          /                          li><li>Colour: Black<                          /                          li><li>Warning: Do not stand upon this table. Follow usage instructions carefully.<                          /                          li><                          /                          ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<weight_Attr>","<p>Ideal for storing anything from books to outdoor gear, this <frame_material_Attr> locker with two removable shelves can be used to organize the entryway, laundry or home office. This locker is also a good storage option for gyms, schools and offices.<                                          /                                          p><ul><li>Max. load capacity: <weight_Attr> each shelf<                                          /                                          li><li>Made of metal<                                          /                                          li><li>Has 2 removable shelves<                                          /                                          li><li>Lockable door with two keys<                                          /                                          li><li>Instructions included<                                          /                                          li><li>Clean according to instructions on the care label<                                          /                                          li><li>For indoor use only<                                          /                                          li><li>Dimensions: 1.37m (H) x 38cm (W) x 38cm (D)<                                          /                                          li><li>Colour: White<                                          /                                          li><li>Warning: Do not use this item as a step ladder. Follow usage instructions carefully<                                          /                                          li><                                          /                                          ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<weight_Attr>","<p>Ideal for storing anything from books to outdoor gear, this <frame_material_Attr> locker with two removable shelves can be used to organize the entryway, laundry or home office. This locker is also a good storage option for gyms, schools and offices.<                                          /                                          p><ul><li>Has 2 removable shelves<                                          /                                          li><li>Lockable door with two keys<                                          /                                          li><li>Maximum weight load: <weight_Attr> per shelf<                                          /                                          li><li>Care Instructions: Wipe down with a damp cloth. Do not use abrasive materials or solvents<                                          /                                          li><li>2 adults assembly required. Assemble on carpeted surface to avoid scratching.<                                          /                                          li>Dimensions: (When assembled) 1.37m (H) x 38cm (W) x 38cm (D)<li>Colour: Black<                                          /                                          li><li>WARNING: The package contains small parts and sharp points so keep away children and babies until assembled.<                                          /                                          li><                                          /                                          ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Ideal for storing anything from books to linens, this <frame_material_Attr> locker with one removable shelf can be used to organize the entryway, laundry or home office. This locker is also a good storage option for schools and offices.<                                    /                                    p><ul><li>Max. load capacity: 15kg<                                    /                                    li><li>Made of powder coated metal<                                    /                                    li><li>1 removable shelf<                                    /                                    li><li>Instructions included<                                    /                                    li><li>Clean according to instructions on the care label<                                    /                                    li><li>For indoor use only<                                    /                                    li><li>Dimensions: 57cm (H) x 40 cm (W) x 30cm (D)<                                    /                                    li><li>Colour: White<                                    /                                    li><li>Warning: Follow usage instructions carefully.<                                    /                                    li><                                    /                                    ul>"
Kmart,Indoor_Furniture,"<arms_Attr>,<color_code_Attr>,<seat_material_Attr>","<p>With a flexible back and a deep seat, this elegant <color_code_Attr> dining chair allows you to sit comfortably for long stretches of time.<                                      /                                      p><p>It has a plastic seat with wooden legs and metal supports. Featuring a modern, <arms_Attr> design, it will go well with most contemporary decor.<                                      /                                      p><ul><li>Modern dining chair with Eiffel base<                                      /                                      li><li>Made of plastic, <seat_material_Attr> and metal<                                      /                                      li><li>Max. load capacity: 100kg<                                      /                                      li><li>Assembled Dimensions: 54cm x 46cm x 82cm<                                      /                                      li><li>Colour (shell): Black<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Ideal for storing anything from books to linens, this <frame_material_Attr> locker with one removable shelf can be used to organize the entryway, laundry or home office. This locker is also a good storage option for schools and offices.<                                      /                                      p><ul><li>Has one removable shelf<                                      /                                      li><li>Maximum weight load: 15kg<                                      /                                      li><li>Care Instructions: Wipe down with a damp cloth. Do not use abrasive materials or solvents<                                      /                                      li><li>2 adults assemble required. Assemble on carpeted surface to avoid scratching.<                                      /                                      li><li>Dimensions: 57cm (H) x 40cm (W) x 30cm (D)<li>Colour: Black<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Add this functional bedside table to your bedroom, as it provides an easy-to-access storage space for your smartphone, book, glasses and other essentials.<                                      /                                      p><ul><li>Suitable for indoor use only<                                      /                                      li><li>Max. load capacity: 10kg<                                      /                                      li><li>Solid <frame_material_Attr> legs<                                      /                                      li><li>Easy to assemble<                                      /                                      li><li>Dimensions: 55cm x 45.5cm x 45.cm<                                      /                                      li><li>Colour: Natural<                                      /                                      li><li>Warning: Follow usage instructions carefully<                                      /                                      li><li>Wipe clean with a damp or dry cloth<                                      /                                      li><                                      /                                      ul>"
